userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,content_casefold,content_tokenized,content_stemmed,content_filtered,label
Adskyakayla Kayla,gak bisa bikin akun padahal sinyal bagus,2,,2025-09-28 02:58:18,,,gak bisa bikin akun padahal sinyal bagus,"['tidak', 'bisa', 'bikin', 'akun', 'padahal', 'sinyal', 'bagus']","['tidak', 'bisa', 'bikin', 'akun', 'padahal', 'sinyal', 'bagus']","['akun', 'sinyal']",negative
elvnaskr,"jelek, banyak banget bug nya, udah coba in unistall terus di download lagi tapi malah gabisa login, katanya ""tidak bisa masuk coba lagi nanti (16) kirain 16 detik atau menit gataunya udah 1 bulan gabisa bisa. sebenernya apk nya bagus cuma bug nya aja + iklannya ganggu banget, tolong diperbaiki apk ini udah bagus banget cuma minus di situ aja",2,,2025-09-28 02:50:20,,,"jelek, banyak banget bug nya, udah coba in unistall terus di download lagi tapi malah gabisa login, katanya ""tidak bisa masuk coba lagi nanti (16) kirain 16 detik atau menit gataunya udah 1 bulan gabisa bisa. sebenernya apk nya bagus cuma bug nya aja + iklannya ganggu banget, tolong diperbaiki apk ini udah bagus banget cuma minus di situ aja","['jelek', 'banyak', 'banget', 'bug', 'nya', 'sudah', 'coba', 'in', 'unistall', 'terus', 'di', 'simpan', 'lagi', 'tapi', 'malah', 'gabisa', 'login', 'katanya', 'tidak', 'bisa', 'masuk', 'coba', 'lagi', 'nanti', 'kirain', 'detik', 'atau', 'menit', 'gataunya', 'sudah', 'bulan', 'gabisa', 'bisa', 'sebenernya', 'aplikasi', 'nya', 'bagus', 'cuma', 'bug', 'nya', 'aja', 'iklannya', 'ganggu', 'banget', 'tolong', 'diperbaiki', 'aplikasi', 'ini', 'sudah', 'bagus', 'banget', 'cuma', 'minus', 'di', 'situ', 'aja']","['jelek', 'banyak', 'banget', 'bug', 'nya', 'sudah', 'coba', 'in', 'unistall', 'terus', 'di', 'simpan', 'lagi', 'tapi', 'malah', 'gabisa', 'login', 'kata', 'tidak', 'bisa', 'masuk', 'coba', 'lagi', 'nanti', 'kirain', 'detik', 'atau', 'menit', 'gataunya', 'sudah', 'bulan', 'gabisa', 'bisa', 'sebenernya', 'aplikasi', 'nya', 'bagus', 'cuma', 'bug', 'nya', 'aja', 'iklan', 'ganggu', 'banget', 'tolong', 'baik', 'aplikasi', 'ini', 'sudah', 'bagus', 'banget', 'cuma', 'minus', 'di', 'situ', 'aja']","['jelek', 'bug', 'in', 'unistall', 'simpan', 'gabisa', 'login', 'kata', 'masuk', 'kirain', 'menit', 'gataunya', 'gabisa', 'sebenernya', 'bug', 'iklan', 'baik', 'minus', 'situ']",negative
Setya Ananda,"""temukan jalan pulang"" ""Tidak dpt terhubung ke internet"" gue pke data pke wi-fi full jaringan ttp aja ga bsa ya! lu kenapa elaaah nyebelin bgt sih pas udh update?!!!!!! pdhl tdinya gak, ngambek lu",1,11.15.1,2025-09-28 02:13:31,,,"""temukan jalan pulang"" ""tidak dpt terhubung ke internet"" gue pke data pke wi-fi full jaringan ttp aja ga bsa ya! lu kenapa elaaah nyebelin bgt sih pas udh update?!!!!!! pdhl tdinya gak, ngambek lu","['temukan', 'jalan', 'pulang', 'tidak', 'dpt', 'terhubung', 'ke', 'internet', 'aku', 'pakai', 'data', 'pakai', 'wi', 'fi', 'full', 'jaringan', 'tetap', 'aja', 'tidak', 'bisa', 'iya', 'kamu', 'kenapa', 'elah', 'nyebelin', 'banget', 'sih', 'pas', 'sudah', 'update', 'padahal', 'tdinya', 'tidak', 'ngambek', 'kamu']","['temu', 'jalan', 'pulang', 'tidak', 'dpt', 'hubung', 'ke', 'internet', 'aku', 'pakai', 'data', 'pakai', 'wi', 'fi', 'full', 'jaring', 'tetap', 'aja', 'tidak', 'bisa', 'iya', 'kamu', 'kenapa', 'elah', 'nyebelin', 'banget', 'sih', 'pas', 'sudah', 'update', 'padahal', 'tdinya', 'tidak', 'ngambek', 'kamu']","['dpt', 'internet', 'data', 'wi', 'fi', 'jaring', 'elah', 'nyebelin', 'update', 'tdinya', 'ngambek']",negative
Puji Sari Dewi,"akun wattpad saya tidak bisa login padahal udak pake wifi ,selalu bermasalah, terlalubanyak ikklan lah dan masalah yg lain",3,11.15.1,2025-09-27 20:08:50,,,"akun wattpad saya tidak bisa login padahal udak pake wifi ,selalu bermasalah, terlalubanyak ikklan lah dan masalah yg lain","['akun', 'wattpad', 'saya', 'tidak', 'bisa', 'login', 'padahal', 'udak', 'pakai', 'wifi', 'selalu', 'bermasalah', 'ter', 'lalu', 'banyak', 'ikklan', 'lah', 'dan', 'masalah', 'yang', 'lain']","['akun', 'wattpad', 'saya', 'tidak', 'bisa', 'login', 'padahal', 'udak', 'pakai', 'wifi', 'selalu', 'masalah', 'ter', 'lalu', 'banyak', 'ikklan', 'lah', 'dan', 'masalah', 'yang', 'lain']","['akun', 'login', 'udak', 'wifi', 'masalah', 'ter', 'ikklan', 'masalah']",neutral
Daeng Ngugi,yaaa banyak iklan nya doangsih,4,,2025-09-27 17:19:35,,,yaaa banyak iklan nya doangsih,"['ya', 'banyak', 'iklan', 'nya', 'doangsih']","['ya', 'banyak', 'iklan', 'nya', 'doangsih']","['ya', 'iklan', 'doangsih']",positive
Nuruull Habibahh,"sebellll bngett banyak iklannya, masak setiap buka satu bab iklan Mulu. padahal dulu gak gini",2,,2025-09-27 15:50:03,,,"sebellll bngett banyak iklannya, masak setiap buka satu bab iklan mulu. padahal dulu gak gini","['sebel', 'bngett', 'banyak', 'iklannya', 'masak', 'setiap', 'buka', 'satu', 'bab', 'iklan', 'mulu', 'padahal', 'dulu', 'tidak', 'gini']","['sebel', 'bngett', 'banyak', 'iklan', 'masak', 'tiap', 'buka', 'satu', 'bab', 'iklan', 'mulu', 'padahal', 'dulu', 'tidak', 'gin']","['sebel', 'bngett', 'iklan', 'masak', 'bab', 'iklan']",negative
Marsia Sia,bagusss aku suka aja,4,,2025-09-27 14:16:15,,,bagusss aku suka aja,"['bagus', 'aku', 'suka', 'aja']","['bagus', 'aku', 'suka', 'aja']",['suka'],positive
bilqis firdaus,"kenapa makin kesini performa nya makin buruk ,ga bisa pake wifi harus pake kuota ,tulisannya 'mari kita temukan jalan pulang' trs padahal ada wifi ,ga bisa login 'hubungkan ke internet' padahal wifi masih nyala ,tolong di perbaiki ya",1,11.15.1,2025-09-27 12:57:16,,,"kenapa makin kesini performa nya makin buruk ,ga bisa pake wifi harus pake kuota ,tulisannya 'mari kita temukan jalan pulang' trs padahal ada wifi ,ga bisa login 'hubungkan ke internet' padahal wifi masih nyala ,tolong di perbaiki ya","['kenapa', 'makin', 'kesini', 'performa', 'nya', 'makin', 'buruk', 'tidak', 'bisa', 'pakai', 'wifi', 'harus', 'pakai', 'kuota', 'tulisannya', 'mari', 'kita', 'temukan', 'jalan', 'pulang', 'terus', 'padahal', 'ada', 'wifi', 'tidak', 'bisa', 'login', 'hubungkan', 'ke', 'internet', 'padahal', 'wifi', 'masih', 'nyala', 'tolong', 'di', 'perbaiki', 'iya']","['kenapa', 'makin', 'kesini', 'performa', 'nya', 'makin', 'buruk', 'tidak', 'bisa', 'pakai', 'wifi', 'harus', 'pakai', 'kuota', 'tulis', 'mari', 'kita', 'temu', 'jalan', 'pulang', 'terus', 'padahal', 'ada', 'wifi', 'tidak', 'bisa', 'login', 'hubung', 'ke', 'internet', 'padahal', 'wifi', 'masih', 'nyala', 'tolong', 'di', 'baik', 'iya']","['performa', 'buruk', 'wifi', 'kuota', 'tulis', 'wifi', 'login', 'internet', 'wifi', 'nyala', 'baik']",negative
Kaira Rembulan,sangat cocok untuk mengisi waktu luang dan sangat cocok buat aku yg suka membaca🤓,5,11.15.1,2025-09-27 12:27:15,,,sangat cocok untuk mengisi waktu luang dan sangat cocok buat aku yg suka membaca🤓,"['sangat', 'cocok', 'untuk', 'mengisi', 'waktu', 'luang', 'dan', 'sangat', 'cocok', 'buat', 'aku', 'yang', 'suka', 'membaca']","['sangat', 'cocok', 'untuk', 'isi', 'waktu', 'luang', 'dan', 'sangat', 'cocok', 'buat', 'aku', 'yang', 'suka', 'baca']","['cocok', 'waktu', 'luang', 'cocok', 'suka', 'baca']",positive
Reksa Bayu,sebagai penulis saya kecewa dengan anda...cerita saya sudah dibaca puluhan ribu orang dapat 2000 lebih vote dalam 6 bulan tiba tiba hilang tanpa pemberitahuan lebih dulu. seharusnya kurator anda bekerja lebih maksimal di awal cerita publish agar tidak membuat kecewa banyak orang...mungkin anda bisa benahi ini,1,,2025-09-27 11:15:24,,,sebagai penulis saya kecewa dengan anda...cerita saya sudah dibaca puluhan ribu orang dapat 2000 lebih vote dalam 6 bulan tiba tiba hilang tanpa pemberitahuan lebih dulu. seharusnya kurator anda bekerja lebih maksimal di awal cerita publish agar tidak membuat kecewa banyak orang...mungkin anda bisa benahi ini,"['sebagai', 'penulis', 'saya', 'kecewa', 'dengan', 'anda', 'cerita', 'saya', 'sudah', 'dibaca', 'puluhan', 'ribu', 'orang', 'dapat', 'lebih', 'vote', 'dalam', 'bulan', 'tiba', 'tiba', 'hilang', 'tanpa', 'pember', 'it', 'huan', 'lebih', 'dulu', 'seharusnya', 'kurator', 'anda', 'bekerja', 'lebih', 'maksimal', 'di', 'awal', 'cerita', 'publish', 'agar', 'tidak', 'membuat', 'kecewa', 'banyak', 'orang', 'mungkin', 'anda', 'bisa', 'benahi', 'ini']","['bagai', 'tulis', 'saya', 'kecewa', 'dengan', 'anda', 'cerita', 'saya', 'sudah', 'baca', 'puluh', 'ribu', 'orang', 'dapat', 'lebih', 'vote', 'dalam', 'bulan', 'tiba', 'tiba', 'hilang', 'tanpa', 'pember', 'it', 'huan', 'lebih', 'dulu', 'harus', 'kurator', 'anda', 'kerja', 'lebih', 'maksimal', 'di', 'awal', 'cerita', 'publish', 'agar', 'tidak', 'buat', 'kecewa', 'banyak', 'orang', 'mungkin', 'anda', 'bisa', 'benah', 'ini']","['tulis', 'kecewa', 'cerita', 'baca', 'puluh', 'ribu', 'vote', 'hilang', 'it', 'kurator', 'maksimal', 'awal', 'cerita', 'publish', 'kecewa', 'benah']",negative
Roisatul Hidayah,entah kenapa akun saya yang ada cerita tulisan saya hilang dan perlu mengganti akun baru😡😡😡(capek buat cerita nya woy),2,11.15.1,2025-09-27 11:02:47,,,entah kenapa akun saya yang ada cerita tulisan saya hilang dan perlu mengganti akun baru😡😡😡(capek buat cerita nya woy),"['gabisa', 'kenapa', 'akun', 'saya', 'yang', 'ada', 'cerita', 'tulisan', 'saya', 'hilang', 'dan', 'perlu', 'mengganti', 'akun', 'baru', 'capek', 'buat', 'cerita', 'nya', 'woy']","['gabisa', 'kenapa', 'akun', 'saya', 'yang', 'ada', 'cerita', 'tulis', 'saya', 'hilang', 'dan', 'perlu', 'ganti', 'akun', 'baru', 'capek', 'buat', 'cerita', 'nya', 'woy']","['gabisa', 'akun', 'cerita', 'tulis', 'hilang', 'akun', 'capek', 'cerita', 'woy']",negative
Pengguna Google,Halo wattpad kenapa ya gak bisa buat buka story ?,1,11.15.1,2025-09-27 10:41:51,,,halo wattpad kenapa ya gak bisa buat buka story ?,"['halo', 'wattpad', 'kenapa', 'iya', 'tidak', 'bisa', 'buat', 'buka', 'story']","['halo', 'wattpad', 'kenapa', 'iya', 'tidak', 'bisa', 'buat', 'buka', 'story']",['story'],negative
Desfitriani Amelia Putri,"Halo, sebetulnya dari dulu apknya gak ada masalah. Tapi kesel juga dari kemarin gak bisa login, udah dicoba di hp sama laptop hasilnya sama aja. Padahal sinyal bagus. Tolong dibantu ya, ini ada project yang mau aku publikasi😭",1,11.15.1,2025-09-27 09:49:10,,,"halo, sebetulnya dari dulu apknya gak ada masalah. tapi kesel juga dari kemarin gak bisa login, udah dicoba di hp sama laptop hasilnya sama aja. padahal sinyal bagus. tolong dibantu ya, ini ada project yang mau aku publikasi😭","['halo', 'sebetulnya', 'dari', 'dulu', 'aplikasi', 'tidak', 'ada', 'masalah', 'tapi', 'kesel', 'juga', 'dari', 'kemarin', 'tidak', 'bisa', 'login', 'sudah', 'dicoba', 'di', 'hp', 'sama', 'laptop', 'hasilnya', 'sama', 'aja', 'padahal', 'sinyal', 'bagus', 'tolong', 'dibantu', 'iya', 'ini', 'ada', 'project', 'yang', 'mau', 'aku', 'publikasi']","['halo', 'betul', 'dari', 'dulu', 'aplikasi', 'tidak', 'ada', 'masalah', 'tapi', 'kesel', 'juga', 'dari', 'kemarin', 'tidak', 'bisa', 'login', 'sudah', 'coba', 'di', 'hp', 'sama', 'laptop', 'hasil', 'sama', 'aja', 'padahal', 'sinyal', 'bagus', 'tolong', 'bantu', 'iya', 'ini', 'ada', 'project', 'yang', 'mau', 'aku', 'publikasi']","['betul', 'masalah', 'kesel', 'login', 'laptop', 'hasil', 'sinyal', 'project', 'publikasi']",negative
aisyahadeliaa 123 aisyahadeliaa 123,aku kasih bintang 4 yaa seruuu,5,11.15.1,2025-09-27 09:47:55,,,aku kasih bintang 4 yaa seruuu,"['aku', 'kasih', 'bintang', 'iya', 'seru']","['aku', 'kasih', 'bintang', 'iya', 'seru']","['bintang', 'seru']",positive
Bagas Prayoga,"HAIIIII AKU UDH BIKIN DUA CERITA DISINI AYO MAMPIR DAN BACA CERITA AKU JUDULNYA DIBAWAHHH 1. CALIX: DARK EMBRACE 2. OBSESSED BY BLOOD AKUN NYA ITU: (DodolGaruk) VOTE, KOMEN, DAN FOLLOW AKUU YAAAA!!!",5,,2025-09-27 06:10:20,,,"haiiiii aku udh bikin dua cerita disini ayo mampir dan baca cerita aku judulnya dibawahhh 1. calix: dark embrace 2. obsessed by blood akun nya itu: (dodolgaruk) vote, komen, dan follow akuu yaaaa!!!","['hai', 'aku', 'sudah', 'bikin', 'dua', 'cerita', 'disini', 'ayo', 'mampir', 'dan', 'baca', 'cerita', 'aku', 'judulnya', 'dibawah', 'calix', 'dark', 'embrace', 'obsessed', 'by', 'blood', 'akun', 'nya', 'itu', 'dodolgaruk', 'vote', 'komen', 'dan', 'follow', 'akuu', 'ya']","['hai', 'aku', 'sudah', 'bikin', 'dua', 'cerita', 'sini', 'ayo', 'mampir', 'dan', 'baca', 'cerita', 'aku', 'judul', 'bawah', 'calix', 'dark', 'embrace', 'obsessed', 'by', 'blood', 'akun', 'nya', 'itu', 'dodolgaruk', 'vote', 'komen', 'dan', 'follow', 'akuu', 'ya']","['hai', 'cerita', 'mampir', 'baca', 'cerita', 'judul', 'bawah', 'calix', 'dark', 'embrace', 'obsessed', 'by', 'blood', 'akun', 'dodolgaruk', 'vote', 'komen', 'follow', 'akuu', 'ya']",positive
7gblagi 3,"bagus, cerita cerita disini juga keren keren 👍🏻",5,,2025-09-27 04:20:09,,,"bagus, cerita cerita disini juga keren keren 👍🏻","['bagus', 'cerita', 'cerita', 'disini', 'juga', 'keren', 'keren']","['bagus', 'cerita', 'cerita', 'sini', 'juga', 'keren', 'keren']","['cerita', 'cerita', 'keren', 'keren']",positive
Yayanaz AlyaNazwa,cerita nya asik,4,11.15.1,2025-09-26 17:05:20,,,cerita nya asik,"['cerita', 'nya', 'asik']","['cerita', 'nya', 'asik']","['cerita', 'asik']",positive
Claudya Angelina,seringkali tidak bisa di buka,3,11.15.1,2025-09-26 16:20:59,,,seringkali tidak bisa di buka,"['seringkali', 'tidak', 'bisa', 'di', 'buka']","['seringkali', 'tidak', 'bisa', 'di', 'buka']",['seringkali'],neutral
Masitoh Masitoh,"seru sih baca ceritanya, tp ini kenapa eror lg? gx bisa d buka,",3,11.15.1,2025-09-26 16:12:46,,,"seru sih baca ceritanya, tp ini kenapa eror lg? gx bisa d buka,","['seru', 'sih', 'baca', 'ceritanya', 'tapi', 'ini', 'kenapa', 'error', 'lg', 'gx', 'bisa', 'buka']","['seru', 'sih', 'baca', 'cerita', 'tapi', 'ini', 'kenapa', 'error', 'lg', 'gx', 'bisa', 'buka']","['seru', 'baca', 'cerita', 'error', 'lg', 'gx']",neutral
Aulynxx95,"wattpad ada masalah apa sih? cerita offline yang awalnya ada 25 tiba tiba hilang, cuma ada 2. dan itu gak bisa ditambah lagi, maksimal 2. padahal kan biasanya 25. udah sering ganti akun tapi gitu terus. tolong dong diperbaiki",3,11.15.1,2025-09-26 14:53:16,,,"wattpad ada masalah apa sih? cerita offline yang awalnya ada 25 tiba tiba hilang, cuma ada 2. dan itu gak bisa ditambah lagi, maksimal 2. padahal kan biasanya 25. udah sering ganti akun tapi gitu terus. tolong dong diperbaiki","['wattpad', 'ada', 'masalah', 'apa', 'sih', 'cerita', 'offline', 'yang', 'awalnya', 'ada', 'tiba', 'tiba', 'hilang', 'cuma', 'ada', 'dan', 'itu', 'tidak', 'bisa', 'ditambah', 'lagi', 'maksimal', 'padahal', 'kan', 'biasanya', 'sudah', 'sering', 'ganti', 'akun', 'tapi', 'gitu', 'terus', 'tolong', 'dong', 'diperbaiki']","['wattpad', 'ada', 'masalah', 'apa', 'sih', 'cerita', 'offline', 'yang', 'awal', 'ada', 'tiba', 'tiba', 'hilang', 'cuma', 'ada', 'dan', 'itu', 'tidak', 'bisa', 'tambah', 'lagi', 'maksimal', 'padahal', 'kan', 'biasa', 'sudah', 'sering', 'ganti', 'akun', 'tapi', 'gitu', 'terus', 'tolong', 'dong', 'baik']","['masalah', 'cerita', 'offline', 'awal', 'hilang', 'maksimal', 'akun', 'baik']",neutral
ell ngpainkak?,"bagusss, cmnnn adaa sedikitttt bugg, tolong di perbaiki yaaa timakasiii >,< T..T",5,,2025-09-26 14:29:26,,,"bagusss, cmnnn adaa sedikitttt bugg, tolong di perbaiki yaaa timakasiii >,< t..t","['bagus', 'cmn', 'adaa', 'sedikit', 'bugg', 'tolong', 'di', 'perbaiki', 'ya', 'timakasi']","['bagus', 'cmn', 'adaa', 'sedikit', 'bugg', 'tolong', 'di', 'baik', 'ya', 'timakasi']","['cmn', 'adaa', 'bugg', 'baik', 'ya', 'timakasi']",positive
evita dias01,sangatt menarikk,4,,2025-09-26 13:14:54,,,sangatt menarikk,"['sangatt', 'menarikk']","['sangatt', 'menarikk']","['sangatt', 'menarikk']",positive
Mutia Permatasari,bagus saya sangat suka karna bisa di baca walaupun tidak pakai paketan atau data.. tapii yang membuat saya agak sedikit tidak senang karna sekarang udh jarang banget para author buat cerita² baruu,5,11.15.1,2025-09-26 12:18:29,,,bagus saya sangat suka karna bisa di baca walaupun tidak pakai paketan atau data.. tapii yang membuat saya agak sedikit tidak senang karna sekarang udh jarang banget para author buat cerita² baruu,"['bagus', 'saya', 'sangat', 'suka', 'karena', 'bisa', 'di', 'baca', 'walaupun', 'tidak', 'pakai', 'paketan', 'atau', 'data', 'tapii', 'yang', 'membuat', 'saya', 'agak', 'sedikit', 'tidak', 'senang', 'karena', 'sekarang', 'sudah', 'jarang', 'banget', 'para', 'author', 'buat', 'cerita', 'baruu']","['bagus', 'saya', 'sangat', 'suka', 'karena', 'bisa', 'di', 'baca', 'walaupun', 'tidak', 'pakai', 'paket', 'atau', 'data', 'tapi', 'yang', 'buat', 'saya', 'agak', 'sedikit', 'tidak', 'senang', 'karena', 'sekarang', 'sudah', 'jarang', 'banget', 'para', 'author', 'buat', 'cerita', 'baruu']","['suka', 'baca', 'paket', 'data', 'senang', 'author', 'cerita', 'baruu']",positive
Neany safitri,"Tolong dong kenapa setiap pakai wi-fi atau data selalu gak bisa tolong diperbaiki seperti semula dong lebih asik wattpad dulu dari pada sekarang, ini pakai data atau wifi malah gak bisa padahal di aplikasi yang lainnya bisa sinyalnya juga bagus",3,11.15.1,2025-09-26 11:09:24,,,"tolong dong kenapa setiap pakai wi-fi atau data selalu gak bisa tolong diperbaiki seperti semula dong lebih asik wattpad dulu dari pada sekarang, ini pakai data atau wifi malah gak bisa padahal di aplikasi yang lainnya bisa sinyalnya juga bagus","['tolong', 'dong', 'kenapa', 'setiap', 'pakai', 'wi', 'fi', 'atau', 'data', 'selalu', 'tidak', 'bisa', 'tolong', 'diperbaiki', 'seperti', 'semula', 'dong', 'lebih', 'asik', 'wattpad', 'dulu', 'dari', 'pada', 'sekarang', 'ini', 'pakai', 'data', 'atau', 'wifi', 'malah', 'tidak', 'bisa', 'padahal', 'di', 'aplikasi', 'yang', 'lainnya', 'bisa', 'sinyalnya', 'juga', 'bagus']","['tolong', 'dong', 'kenapa', 'tiap', 'pakai', 'wi', 'fi', 'atau', 'data', 'selalu', 'tidak', 'bisa', 'tolong', 'baik', 'seperti', 'mula', 'dong', 'lebih', 'asik', 'wattpad', 'dulu', 'dari', 'pada', 'sekarang', 'ini', 'pakai', 'data', 'atau', 'wifi', 'malah', 'tidak', 'bisa', 'padahal', 'di', 'aplikasi', 'yang', 'lain', 'bisa', 'sinyal', 'juga', 'bagus']","['wi', 'fi', 'data', 'baik', 'mula', 'asik', 'data', 'wifi', 'sinyal']",neutral
Hans christian Andersen,pas gw ngetik friend or love kenapa yang muncul cerita horor gk sesuai tag dan judul lagi kalau lagi nyari cerita kasih yang benar lah yang sesuai dengan tag kok yang muncul kisah horor tolong diperbaiki,3,11.15.1,2025-09-26 10:15:39,,,pas gw ngetik friend or love kenapa yang muncul cerita horor gk sesuai tag dan judul lagi kalau lagi nyari cerita kasih yang benar lah yang sesuai dengan tag kok yang muncul kisah horor tolong diperbaiki,"['pas', 'aku', 'ngetik', 'friend', 'or', 'love', 'kenapa', 'yang', 'muncul', 'cerita', 'horor', 'tidak', 'sesuai', 'tag', 'dan', 'judul', 'lagi', 'kalau', 'lagi', 'nyari', 'cerita', 'kasih', 'yang', 'benar', 'lah', 'yang', 'sesuai', 'dengan', 'tag', 'kok', 'yang', 'muncul', 'cerita', 'horor', 'tolong', 'diperbaiki']","['pas', 'aku', 'ngetik', 'friend', 'or', 'love', 'kenapa', 'yang', 'muncul', 'cerita', 'horor', 'tidak', 'sesuai', 'tag', 'dan', 'judul', 'lagi', 'kalau', 'lagi', 'nyari', 'cerita', 'kasih', 'yang', 'benar', 'lah', 'yang', 'sesuai', 'dengan', 'tag', 'kok', 'yang', 'muncul', 'cerita', 'horor', 'tolong', 'baik']","['ngetik', 'friend', 'or', 'love', 'cerita', 'horor', 'tag', 'judul', 'cerita', 'tag', 'cerita', 'horor', 'baik']",neutral
Nasrink Pultas12,lama bngt di download,3,,2025-09-26 02:10:57,,,lama bngt di download,"['lama', 'banget', 'di', 'simpan']","['lama', 'banget', 'di', 'simpan']","['lama', 'simpan']",neutral
Itah Nurlilah,cerita bagus bagus,4,11.15.1,2025-09-26 01:17:14,,,cerita bagus bagus,"['cerita', 'bagus', 'bagus']","['cerita', 'bagus', 'bagus']",['cerita'],positive
Lili Veronika,"sumpah aku ga tahan lagi sama wattpad kenapa kalian pasangan iklan judol sih kek ga ada iklan lain aja, di mana mana judol gue yang pengen baca jadi nya risih",5,11.15.1,2025-09-25 21:10:19,,,"sumpah aku ga tahan lagi sama wattpad kenapa kalian pasangan iklan judol sih kek ga ada iklan lain aja, di mana mana judol gue yang pengen baca jadi nya risih","['sumpah', 'aku', 'tidak', 'tahan', 'lagi', 'sama', 'wattpad', 'kenapa', 'kalian', 'pasangan', 'iklan', 'judol', 'sih', 'sepeti', 'tidak', 'ada', 'iklan', 'lain', 'aja', 'di', 'mana', 'mana', 'judol', 'aku', 'yang', 'pengen', 'baca', 'jadi', 'nya', 'risih']","['sumpah', 'aku', 'tidak', 'tahan', 'lagi', 'sama', 'wattpad', 'kenapa', 'kalian', 'pasang', 'iklan', 'judol', 'sih', 'sepet', 'tidak', 'ada', 'iklan', 'lain', 'aja', 'di', 'mana', 'mana', 'judol', 'aku', 'yang', 'ken', 'baca', 'jadi', 'nya', 'risih']","['tahan', 'pasang', 'iklan', 'iklan', 'baca', 'risih']",positive
Cahaya Rabia,sangat bagus,5,,2025-09-25 14:55:37,,,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']",[],positive
Nour Aisha,"wattpad sekarang isinya agak2 yahh, padahal dulu banyak banget buku2 bagus, eh sekarang malah hilang semua tinggal yang gitu2 aja",3,,2025-09-25 14:18:11,,,"wattpad sekarang isinya agak2 yahh, padahal dulu banyak banget buku2 bagus, eh sekarang malah hilang semua tinggal yang gitu2 aja","['wattpad', 'sekarang', 'isinya', 'agak', 'yahh', 'padahal', 'dulu', 'banyak', 'banget', 'buku', 'bagus', 'eh', 'sekarang', 'malah', 'hilang', 'semua', 'tinggal', 'yang', 'gitu', 'aja']","['wattpad', 'sekarang', 'isi', 'agak', 'yahh', 'padahal', 'dulu', 'banyak', 'banget', 'buku', 'bagus', 'eh', 'sekarang', 'malah', 'hilang', 'semua', 'tinggal', 'yang', 'gitu', 'aja']","['yahh', 'buku', 'hilang', 'tinggal']",neutral
Putrikasih Putri,halo kakak yang megang enih wattpad dan segala macam perkembangannyaa... please dongg bacaan offline nya di tambah... masa cuma dua saja. misalkan 10 gitu ka... karena kadang lagi diluar dan tidak ada kuota misal kurang suka sama alur kedua story itu bisa ganti... please dong ditambahkan lagi.. dan kenapa setelah di perbarui bentukannya jadi aneh ya.. bagusan yang lama,5,11.15.1,2025-09-25 13:18:05,,,halo kakak yang megang enih wattpad dan segala macam perkembangannyaa... please dongg bacaan offline nya di tambah... masa cuma dua saja. misalkan 10 gitu ka... karena kadang lagi diluar dan tidak ada kuota misal kurang suka sama alur kedua story itu bisa ganti... please dong ditambahkan lagi.. dan kenapa setelah di perbarui bentukannya jadi aneh ya.. bagusan yang lama,"['halo', 'kakak', 'yang', 'megang', 'enih', 'wattpad', 'dan', 'segala', 'macam', 'per', 'kembangan', 'nya', 'tolong', 'dong', 'bacaan', 'offline', 'nya', 'di', 'tambah', 'masa', 'cuma', 'dua', 'saja', 'misalkan', 'gitu', 'ka', 'karena', 'kadang', 'lagi', 'diluar', 'dan', 'tidak', 'ada', 'kuota', 'misal', 'kurang', 'suka', 'sama', 'alur', 'kedua', 'story', 'itu', 'bisa', 'ganti', 'tolong', 'dong', 'di', 'tambah', 'kan', 'lagi', 'dan', 'kenapa', 'setelah', 'di', 'perbarui', 'bent', 'uk', 'anny', 'jadi', 'aneh', 'iya', 'bagusan', 'yang', 'lama']","['halo', 'kakak', 'yang', 'megang', 'enih', 'wattpad', 'dan', 'segala', 'macam', 'per', 'kembang', 'nya', 'tolong', 'dong', 'baca', 'offline', 'nya', 'di', 'tambah', 'masa', 'cuma', 'dua', 'saja', 'misal', 'gitu', 'ka', 'karena', 'kadang', 'lagi', 'luar', 'dan', 'tidak', 'ada', 'kuota', 'misal', 'kurang', 'suka', 'sama', 'alur', 'dua', 'story', 'itu', 'bisa', 'ganti', 'tolong', 'dong', 'di', 'tambah', 'kan', 'lagi', 'dan', 'kenapa', 'telah', 'di', 'baru', 'bent', 'uk', 'anny', 'jadi', 'aneh', 'iya', 'bagus', 'yang', 'lama']","['kakak', 'megang', 'enih', 'segala', 'macam', 'kembang', 'baca', 'offline', 'ka', 'kuota', 'suka', 'alur', 'story', 'bent', 'uk', 'aneh', 'lama']",positive
Siti Fatimatus sahroi,apaan sering logout sendiri,5,11.14.1,2025-09-25 13:17:20,,,apaan sering logout sendiri,"['apaan', 'sering', 'logout', 'sendiri']","['apa', 'sering', 'logout', 'sendiri']",['logout'],positive
