userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,content_casefold,content_tokenized,content_stemmed,content_filtered,label
Talita Naswa,"ini Wattpad kenapa ya abis update malah ngebug gituu di halaman utama tertulis tidak terhubung ke jaringan padahal abis ngisi kuota jugaa dan di pencarian ku coba buat cari cerita juga bisa kok tapi kenapa selalu ga terhubung ke jaringan teruss di halaman utama nya. trus kenapa tiba tiba ada tulisan ""perlu login kembali"" padahal akun ku ga keluar kok masih terhubung ke Wattpad nya.",1,11.13.0,2025-08-30 22:50:19,,,"ini wattpad kenapa ya abis update malah ngebug gituu di halaman utama tertulis tidak terhubung ke jaringan padahal abis ngisi kuota jugaa dan di pencarian ku coba buat cari cerita juga bisa kok tapi kenapa selalu ga terhubung ke jaringan teruss di halaman utama nya. trus kenapa tiba tiba ada tulisan ""perlu login kembali"" padahal akun ku ga keluar kok masih terhubung ke wattpad nya.","['ini', 'wattpad', 'kenapa', 'iya', 'habis', 'update', 'malah', 'bug', 'gituu', 'di', 'halaman', 'utama', 'tertulis', 'tidak', 'terhubung', 'ke', 'jaringan', 'padahal', 'habis', 'ngisi', 'kuota', 'jugaa', 'dan', 'di', 'pencarian', 'ku', 'coba', 'buat', 'cari', 'cerita', 'juga', 'bisa', 'kok', 'tapi', 'kenapa', 'selalu', 'tidak', 'terhubung', 'ke', 'jaringan', 'teruss', 'di', 'halaman', 'utama', 'nya', 'terus', 'kenapa', 'tiba', 'tiba', 'ada', 'tulisan', 'perlu', 'login', 'kembali', 'padahal', 'akun', 'ku', 'tidak', 'keluar', 'kok', 'masih', 'terhubung', 'ke', 'wattpad', 'nya']","['ini', 'wattpad', 'kenapa', 'iya', 'habis', 'update', 'malah', 'bug', 'gituu', 'di', 'halaman', 'utama', 'tulis', 'tidak', 'hubung', 'ke', 'jaring', 'padahal', 'habis', 'ngisi', 'kuota', 'jugaa', 'dan', 'di', 'cari', 'ku', 'coba', 'buat', 'cari', 'cerita', 'juga', 'bisa', 'kok', 'tapi', 'kenapa', 'selalu', 'tidak', 'hubung', 'ke', 'jaring', 'teruss', 'di', 'halaman', 'utama', 'nya', 'terus', 'kenapa', 'tiba', 'tiba', 'ada', 'tulis', 'perlu', 'login', 'kembali', 'padahal', 'akun', 'ku', 'tidak', 'keluar', 'kok', 'masih', 'hubung', 'ke', 'wattpad', 'nya']","['update', 'bug', 'gituu', 'halaman', 'utama', 'tulis', 'jaring', 'ngisi', 'kuota', 'jugaa', 'cari', 'cari', 'cerita', 'jaring', 'teruss', 'halaman', 'utama', 'tulis', 'login', 'akun', 'keluar']",negative
EL XRay,"di update bukannya tambah bagus malah tambah jelek ...mending balikin watpad yg dulu ja ga usah update,banyak iklan,mau masuk ja lama cuihhh",1,11.12.1,2025-08-30 21:06:21,,,"di update bukannya tambah bagus malah tambah jelek ...mending balikin watpad yg dulu ja ga usah update,banyak iklan,mau masuk ja lama cuihhh","['di', 'update', 'bukannya', 'tambah', 'bagus', 'malah', 'tambah', 'jelek', 'mending', 'kembalikan', 'watpad', 'yang', 'dulu', 'ja', 'tidak', 'usah', 'update', 'banyak', 'iklan', 'mau', 'masuk', 'ja', 'lama', 'cuih']","['di', 'update', 'bukan', 'tambah', 'bagus', 'malah', 'tambah', 'jelek', 'mending', 'kembali', 'watpad', 'yang', 'dulu', 'ja', 'tidak', 'usah', 'update', 'banyak', 'iklan', 'mau', 'masuk', 'ja', 'lama', 'cuih']","['update', 'jelek', 'watpad', 'ja', 'usah', 'update', 'iklan', 'masuk', 'ja', 'lama', 'cuih']",negative
Rizki Alwanda,"Cerita novelku di draft tiba-tiba hilang, padahal aku tidak menghapusnya, barusan aku mendapat ide dan ingin melanjutkan bab selanjutnya, tapi malah hilang, aku tidak bisa menerimanya. kembalikan ceritaku di draft, aku sudah bekerja keras untuk membuat cerita itu.",1,11.13.0,2025-08-30 19:43:49,,,"cerita novelku di draft tiba-tiba hilang, padahal aku tidak menghapusnya, barusan aku mendapat ide dan ingin melanjutkan bab selanjutnya, tapi malah hilang, aku tidak bisa menerimanya. kembalikan ceritaku di draft, aku sudah bekerja keras untuk membuat cerita itu.","['cerita', 'novelku', 'di', 'draft', 'tiba', 'tiba', 'hilang', 'padahal', 'aku', 'tidak', 'meng', 'hapus', 'nya', 'barusan', 'aku', 'mendapat', 'ide', 'dan', 'ingin', 'me', 'lanjut', 'kan', 'bab', 'se', 'lanjut', 'nya', 'tapi', 'malah', 'hilang', 'aku', 'tidak', 'bisa', 'me', 'neri', 'many', 'kembalikan', 'ceritaku', 'di', 'draft', 'aku', 'sudah', 'bekerja', 'keras', 'untuk', 'membuat', 'cerita', 'itu']","['cerita', 'novel', 'di', 'draft', 'tiba', 'tiba', 'hilang', 'padahal', 'aku', 'tidak', 'meng', 'hapus', 'nya', 'barusan', 'aku', 'dapat', 'ide', 'dan', 'ingin', 'me', 'lanjut', 'kan', 'bab', 'se', 'lanjut', 'nya', 'tapi', 'malah', 'hilang', 'aku', 'tidak', 'bisa', 'me', 'neri', 'many', 'kembali', 'cerita', 'di', 'draft', 'aku', 'sudah', 'kerja', 'keras', 'untuk', 'buat', 'cerita', 'itu']","['cerita', 'novel', 'draft', 'hilang', 'meng', 'hapus', 'barusan', 'me', 'bab', 'hilang', 'me', 'neri', 'many', 'cerita', 'draft', 'keras', 'cerita']",positive
Mita Peronika fransiska,bagus cuman banyak iklan,4,11.13.0,2025-08-30 19:25:16,,,bagus cuman banyak iklan,"['bagus', 'cuma', 'banyak', 'iklan']","['bagus', 'cuma', 'banyak', 'iklan']",['iklan'],positive
Alexandra Anggraini,ini gimana ya? kok tidak bisa lagi login wattpad nya? ada masalah apa ya dengan wattpadnya? padahal udah pake wifi atau data masih ga bisa?!,3,,2025-08-30 18:34:38,,,ini gimana ya? kok tidak bisa lagi login wattpad nya? ada masalah apa ya dengan wattpadnya? padahal udah pake wifi atau data masih ga bisa?!,"['ini', 'gimana', 'iya', 'kok', 'tidak', 'bisa', 'lagi', 'login', 'wattpad', 'nya', 'ada', 'masalah', 'apa', 'iya', 'dengan', 'wattpad', 'padahal', 'sudah', 'pakai', 'wifi', 'atau', 'data', 'masih', 'tidak', 'bisa']","['ini', 'gimana', 'iya', 'kok', 'tidak', 'bisa', 'lagi', 'login', 'wattpad', 'nya', 'ada', 'masalah', 'apa', 'iya', 'dengan', 'wattpad', 'padahal', 'sudah', 'pakai', 'wifi', 'atau', 'data', 'masih', 'tidak', 'bisa']","['login', 'masalah', 'wifi', 'data']",negative
Annisa a.z,"Bagus, banyak cerita bagus tpi gatau knapa kadang suka eror di saya seperti cerita offline yg tidak bisa dibaca offline, dan kadang harus masuk ulang. Apalagi sekarang banyak banget iklannya, satu eps satu iklan. ini sekarang malah ga bisa masukin cerita ke perpustakaan, keluar sendiri dll. kesel batt plissss",3,11.13.0,2025-08-30 18:32:50,,,"bagus, banyak cerita bagus tpi gatau knapa kadang suka eror di saya seperti cerita offline yg tidak bisa dibaca offline, dan kadang harus masuk ulang. apalagi sekarang banyak banget iklannya, satu eps satu iklan. ini sekarang malah ga bisa masukin cerita ke perpustakaan, keluar sendiri dll. kesel batt plissss","['bagus', 'banyak', 'cerita', 'bagus', 'tapi', 'gatau', 'knapa', 'kadang', 'suka', 'error', 'di', 'saya', 'seperti', 'cerita', 'offline', 'yang', 'tidak', 'bisa', 'dibaca', 'offline', 'dan', 'kadang', 'harus', 'masuk', 'ulang', 'apalagi', 'sekarang', 'banyak', 'banget', 'iklannya', 'satu', 'eps', 'satu', 'iklan', 'ini', 'sekarang', 'malah', 'tidak', 'bisa', 'masukin', 'cerita', 'ke', 'perpustakaan', 'keluar', 'sendiri', 'dll', 'kesel', 'batt', 'plis']","['bagus', 'banyak', 'cerita', 'bagus', 'tapi', 'gatau', 'knapa', 'kadang', 'suka', 'error', 'di', 'saya', 'seperti', 'cerita', 'offline', 'yang', 'tidak', 'bisa', 'baca', 'offline', 'dan', 'kadang', 'harus', 'masuk', 'ulang', 'apalagi', 'sekarang', 'banyak', 'banget', 'iklan', 'satu', 'eps', 'satu', 'iklan', 'ini', 'sekarang', 'malah', 'tidak', 'bisa', 'masukin', 'cerita', 'ke', 'pustaka', 'keluar', 'sendiri', 'dll', 'kesel', 'batt', 'plis']","['cerita', 'knapa', 'suka', 'error', 'cerita', 'offline', 'baca', 'offline', 'masuk', 'iklan', 'iklan', 'cerita', 'pustaka', 'keluar', 'kesel', 'batt']",negative
Dini Crb,"aplikasinya bagus aku udh lama pakai aplikasi Wattpad ini dari 2018 sampe sekarang, tapi sekarang mah banyak banget iklannya apalagi iklannya judol lagi. tolong perbaiki lagi aplikasinya kalo mau ada iklan ya gpp asal jangan judol lah, sama jangan dibanyakin iklannya jadi keganggu kalo lagi baca.",5,,2025-08-30 16:24:46,,,"aplikasinya bagus aku udh lama pakai aplikasi wattpad ini dari 2018 sampe sekarang, tapi sekarang mah banyak banget iklannya apalagi iklannya judol lagi. tolong perbaiki lagi aplikasinya kalo mau ada iklan ya gpp asal jangan judol lah, sama jangan dibanyakin iklannya jadi keganggu kalo lagi baca.","['tolong', 'as', 'in', 'iya', 'bagus', 'aku', 'sudah', 'lama', 'pakai', 'aplikasi', 'wattpad', 'ini', 'dari', 'sampai', 'sekarang', 'tapi', 'sekarang', 'mah', 'banyak', 'banget', 'iklannya', 'apalagi', 'iklannya', 'judol', 'lagi', 'tolong', 'perbaiki', 'lagi', 'tolong', 'as', 'in', 'iya', 'kalau', 'mau', 'ada', 'iklan', 'iya', 'gpp', 'asal', 'jangan', 'judol', 'lah', 'sama', 'jangan', 'dibanyakin', 'iklannya', 'jadi', 'keganggu', 'kalau', 'lagi', 'baca']","['tolong', 'as', 'in', 'iya', 'bagus', 'aku', 'sudah', 'lama', 'pakai', 'aplikasi', 'wattpad', 'ini', 'dari', 'sampai', 'sekarang', 'tapi', 'sekarang', 'mah', 'banyak', 'banget', 'iklan', 'apalagi', 'iklan', 'judol', 'lagi', 'tolong', 'baik', 'lagi', 'tolong', 'as', 'in', 'iya', 'kalau', 'mau', 'ada', 'iklan', 'iya', 'gpp', 'asal', 'jangan', 'judol', 'lah', 'sama', 'jangan', 'dibanyakin', 'iklan', 'jadi', 'ganggu', 'kalau', 'lagi', 'baca']","['as', 'in', 'lama', 'iklan', 'iklan', 'baik', 'as', 'in', 'iklan', 'gpp', 'asal', 'dibanyakin', 'iklan', 'baca']",positive
mutiaradwiagus,kenapa saat iklan nya banyak bgt taiiii,3,,2025-08-30 16:13:22,,,kenapa saat iklan nya banyak bgt taiiii,"['kenapa', 'saat', 'iklan', 'nya', 'banyak', 'banget', 'tai']","['kenapa', 'saat', 'iklan', 'nya', 'banyak', 'banget', 'tai']","['iklan', 'tai']",negative
Abdullah Shaleh,gw udah 5x nge download ni aplikasi tapi kaga bisa juga,1,11.13.0,2025-08-30 15:29:15,,,gw udah 5x nge download ni aplikasi tapi kaga bisa juga,"['aku', 'sudah', 'kali', 'nge', 'simpan', 'ini', 'aplikasi', 'tapi', 'tidak', 'bisa', 'juga']","['aku', 'sudah', 'kali', 'nge', 'simpan', 'ini', 'aplikasi', 'tapi', 'tidak', 'bisa', 'juga']",['simpan'],positive
Firma Amelia Kusuma,"Udah pakai aplikasi ini sejak 2020, suka banget sama aplikasi ini jarna mudah digunakan. Tapi sekarang makin banyak bug, tolong diperbaiki. Apalagi kan sudah banyak karya yang berbayar, jadi kalau terlalu banyak bug, khawatir banyak pengguna yang beralih ke apk lain",3,11.13.0,2025-08-30 14:51:27,,,"udah pakai aplikasi ini sejak 2020, suka banget sama aplikasi ini jarna mudah digunakan. tapi sekarang makin banyak bug, tolong diperbaiki. apalagi kan sudah banyak karya yang berbayar, jadi kalau terlalu banyak bug, khawatir banyak pengguna yang beralih ke apk lain","['sudah', 'pakai', 'aplikasi', 'ini', 'sejak', 'suka', 'banget', 'sama', 'aplikasi', 'ini', 'jarna', 'mudah', 'digunakan', 'tapi', 'sekarang', 'makin', 'banyak', 'bug', 'tolong', 'diperbaiki', 'apalagi', 'kan', 'sudah', 'banyak', 'karya', 'yang', 'berbayar', 'jadi', 'kalau', 'terlalu', 'banyak', 'bug', 'khawatir', 'banyak', 'pengguna', 'yang', 'beralih', 'ke', 'aplikasi', 'lain']","['sudah', 'pakai', 'aplikasi', 'ini', 'sejak', 'suka', 'banget', 'sama', 'aplikasi', 'ini', 'jarna', 'mudah', 'guna', 'tapi', 'sekarang', 'makin', 'banyak', 'bug', 'tolong', 'baik', 'apalagi', 'kan', 'sudah', 'banyak', 'karya', 'yang', 'bayar', 'jadi', 'kalau', 'terlalu', 'banyak', 'bug', 'khawatir', 'banyak', 'guna', 'yang', 'alih', 'ke', 'aplikasi', 'lain']","['sejak', 'suka', 'jarna', 'bug', 'baik', 'karya', 'bayar', 'bug', 'khawatir']",negative
sahara raihana,bagus sekali!,4,10.76.1,2025-08-30 14:42:21,,,bagus sekali!,"['bagus', 'sekali']","['bagus', 'sekali']",[],positive
Wwinter minjeong,"woi perbaikin napa nih apk, eror mulu dah internet udah kenceng juga masih aja katanya tidak ada internet😑😑",1,,2025-08-30 13:10:42,,,"woi perbaikin napa nih apk, eror mulu dah internet udah kenceng juga masih aja katanya tidak ada internet😑😑","['woi', 'perbaikin', 'napa', 'nih', 'aplikasi', 'error', 'mulu', 'dah', 'internet', 'sudah', 'kenceng', 'juga', 'masih', 'aja', 'katanya', 'tidak', 'ada', 'internet']","['woi', 'perbaikin', 'napa', 'nih', 'aplikasi', 'error', 'mulu', 'dah', 'internet', 'sudah', 'kenceng', 'juga', 'masih', 'aja', 'kata', 'tidak', 'ada', 'internet']","['woi', 'perbaikin', 'napa', 'error', 'internet', 'kenceng', 'kata', 'internet']",negative
Faradilla Agustina,"bagus, sudah lama pakai, dan tetiba di suruh login. ini maksudnya login nya lewat apa?, atau perlu di uninstall? trs di install ulang?, mohon respon cepatnya, sudah minta bantuan, tapi tidak di tanggapi.",5,11.13.0,2025-08-30 12:47:36,,,"bagus, sudah lama pakai, dan tetiba di suruh login. ini maksudnya login nya lewat apa?, atau perlu di uninstall? trs di install ulang?, mohon respon cepatnya, sudah minta bantuan, tapi tidak di tanggapi.","['bagus', 'sudah', 'lama', 'pakai', 'dan', 'tetiba', 'di', 'suruh', 'login', 'ini', 'maksudnya', 'login', 'nya', 'lewat', 'apa', 'atau', 'perlu', 'di', 'uninstall', 'terus', 'di', 'install', 'ulang', 'mohon', 'respon', 'cepatnya', 'sudah', 'minta', 'bantuan', 'tapi', 'tidak', 'di', 'tanggapi']","['bagus', 'sudah', 'lama', 'pakai', 'dan', 'tetiba', 'di', 'suruh', 'login', 'ini', 'maksud', 'login', 'nya', 'lewat', 'apa', 'atau', 'perlu', 'di', 'uninstall', 'terus', 'di', 'install', 'ulang', 'mohon', 'respon', 'cepat', 'sudah', 'minta', 'bantu', 'tapi', 'tidak', 'di', 'tanggap']","['lama', 'tetiba', 'login', 'maksud', 'login', 'uninstall', 'install', 'respon', 'cepat', 'tanggap']",negative
Naya Putri,kata sandi nya apa?,3,11.13.0,2025-08-30 12:46:18,,,kata sandi nya apa?,"['kata', 'sandi', 'nya', 'apa']","['kata', 'sandi', 'nya', 'apa']","['kata', 'sandi']",negative
Gilang Ilham Nugraha,"kebanyakan iklan trus banyak cerita yg tiba"" diapus",2,11.11.1,2025-08-30 10:47:58,,,"kebanyakan iklan trus banyak cerita yg tiba"" diapus","['kebanyakan', 'iklan', 'terus', 'banyak', 'cerita', 'yang', 'tiba', 'diapus']","['banyak', 'iklan', 'terus', 'banyak', 'cerita', 'yang', 'tiba', 'diapus']","['iklan', 'cerita', 'diapus']",negative
Azzam Faiz Nur Ubaid,seru... ya... bagus aja sih rekomen banget ya btw buat yang suka baca novel,5,11.13.0,2025-08-30 10:35:59,,,seru... ya... bagus aja sih rekomen banget ya btw buat yang suka baca novel,"['seru', 'iya', 'bagus', 'aja', 'sih', 'rekomen', 'banget', 'iya', 'btw', 'buat', 'yang', 'suka', 'baca', 'novel']","['seru', 'iya', 'bagus', 'aja', 'sih', 'rekomen', 'banget', 'iya', 'btw', 'buat', 'yang', 'suka', 'baca', 'novel']","['seru', 'rekomen', 'btw', 'suka', 'baca', 'novel']",positive
Afika Yustitiaangelia,luv banget sama apk ini,5,,2025-08-30 10:12:54,,,luv banget sama apk ini,"['luv', 'banget', 'sama', 'aplikasi', 'ini']","['luv', 'banget', 'sama', 'aplikasi', 'ini']",['luv'],positive
Sooji_soo,aku kasih bintang 2 karna kesel,2,11.4.0,2025-08-30 09:40:29,,,aku kasih bintang 2 karna kesel,"['aku', 'kasih', 'bintang', 'karena', 'kesel']","['aku', 'kasih', 'bintang', 'karena', 'kesel']","['bintang', 'kesel']",positive
Muhammad Alvero,seru,5,,2025-08-30 07:35:03,,,seru,['seru'],['seru'],['seru'],positive
Yulia Trinanda,wattpad ga bisa masuk kenapa sih? padahal email dan kata sandi ada tapi pas masuk malah keluar lagi😓😓 ngeBUG banget,2,11.13.0,2025-08-30 04:45:59,,,wattpad ga bisa masuk kenapa sih? padahal email dan kata sandi ada tapi pas masuk malah keluar lagi😓😓 ngebug banget,"['wattpad', 'tidak', 'bisa', 'masuk', 'kenapa', 'sih', 'padahal', 'email', 'dan', 'kata', 'sandi', 'ada', 'tapi', 'pas', 'masuk', 'malah', 'keluar', 'lagi', 'bug', 'banget']","['wattpad', 'tidak', 'bisa', 'masuk', 'kenapa', 'sih', 'padahal', 'email', 'dan', 'kata', 'sandi', 'ada', 'tapi', 'pas', 'masuk', 'malah', 'keluar', 'lagi', 'bug', 'banget']","['masuk', 'email', 'kata', 'sandi', 'masuk', 'keluar', 'bug']",negative
Siti Ayu,terlalu banyak iklan dan tiba-tiba suka kembali,3,11.13.0,2025-08-30 03:16:12,,,terlalu banyak iklan dan tiba-tiba suka kembali,"['terlalu', 'banyak', 'iklan', 'dan', 'tiba', 'tiba', 'suka', 'kembali']","['terlalu', 'banyak', 'iklan', 'dan', 'tiba', 'tiba', 'suka', 'kembali']","['iklan', 'suka']",positive
Dinda Lis,makin menjadi jadi,1,,2025-08-30 02:54:34,,,makin menjadi jadi,"['makin', 'menjadi', 'jadi']","['makin', 'jadi', 'jadi']",[],negative
Agnia,"aneh, wifi data lancar, dipake internetan lancar, tp gatau kenapa ini wattpad gabisa dibuka, selalu gagal, tidak bisa terhubung ke internet, jadi gabisa baca apa apa, padahal waktu awal download itu bisa, dua hari setelahnya gabisa, tolong diperbaiki.",2,11.13.0,2025-08-30 00:50:18,,,"aneh, wifi data lancar, dipake internetan lancar, tp gatau kenapa ini wattpad gabisa dibuka, selalu gagal, tidak bisa terhubung ke internet, jadi gabisa baca apa apa, padahal waktu awal download itu bisa, dua hari setelahnya gabisa, tolong diperbaiki.","['aneh', 'wifi', 'data', 'lancar', 'dipake', 'internetan', 'lancar', 'tapi', 'gatau', 'kenapa', 'ini', 'wattpad', 'gabisa', 'dibuka', 'selalu', 'gagal', 'tidak', 'bisa', 'terhubung', 'ke', 'internet', 'jadi', 'gabisa', 'baca', 'apa', 'apa', 'padahal', 'waktu', 'awal', 'simpan', 'itu', 'bisa', 'dua', 'hari', 'setelahnya', 'gabisa', 'tolong', 'diperbaiki']","['aneh', 'wifi', 'data', 'lancar', 'dipake', 'internetan', 'lancar', 'tapi', 'gatau', 'kenapa', 'ini', 'wattpad', 'gabisa', 'buka', 'selalu', 'gagal', 'tidak', 'bisa', 'hubung', 'ke', 'internet', 'jadi', 'gabisa', 'baca', 'apa', 'apa', 'padahal', 'waktu', 'awal', 'simpan', 'itu', 'bisa', 'dua', 'hari', 'telah', 'gabisa', 'tolong', 'baik']","['aneh', 'wifi', 'data', 'dipake', 'internetan', 'gabisa', 'gagal', 'internet', 'gabisa', 'baca', 'waktu', 'awal', 'simpan', 'gabisa', 'baik']",negative
Maulilida Rahmawati,"tolong dong, ketika saya ingin membaca salah satu cerita yang up, saya pencet malah kembali ke beranda...",5,11.13.0,2025-08-30 00:43:08,,,"tolong dong, ketika saya ingin membaca salah satu cerita yang up, saya pencet malah kembali ke beranda...","['tolong', 'dong', 'ketika', 'saya', 'ingin', 'membaca', 'salah', 'satu', 'cerita', 'yang', 'up', 'saya', 'pencet', 'malah', 'kembali', 'ke', 'beranda']","['tolong', 'dong', 'ketika', 'saya', 'ingin', 'baca', 'salah', 'satu', 'cerita', 'yang', 'up', 'saya', 'pencet', 'malah', 'kembali', 'ke', 'beranda']","['baca', 'cerita', 'up', 'beranda']",negative
Siti Sakinah Salsabila,"sukak banget, banget. tapi makin kesini makin aneh?, kan saya sudah punya akun, sudah log in tapi pas saya mau vote cerita katanya saya gak log in, padahal akun wattpad saya di hubungin kok ke akun google saya. tolong diperbaiki lagi ya",5,11.12.2,2025-08-30 00:18:41,,,"sukak banget, banget. tapi makin kesini makin aneh?, kan saya sudah punya akun, sudah log in tapi pas saya mau vote cerita katanya saya gak log in, padahal akun wattpad saya di hubungin kok ke akun google saya. tolong diperbaiki lagi ya","['sukak', 'banget', 'banget', 'tapi', 'makin', 'kesini', 'makin', 'aneh', 'kan', 'saya', 'sudah', 'punya', 'akun', 'sudah', 'login', 'in', 'tapi', 'pas', 'saya', 'mau', 'vote', 'cerita', 'katanya', 'saya', 'tidak', 'login', 'in', 'padahal', 'akun', 'wattpad', 'saya', 'di', 'hubungin', 'kok', 'ke', 'akun', 'google', 'saya', 'tolong', 'diperbaiki', 'lagi', 'iya']","['sukak', 'banget', 'banget', 'tapi', 'makin', 'kesini', 'makin', 'aneh', 'kan', 'saya', 'sudah', 'punya', 'akun', 'sudah', 'login', 'in', 'tapi', 'pas', 'saya', 'mau', 'vote', 'cerita', 'kata', 'saya', 'tidak', 'login', 'in', 'padahal', 'akun', 'wattpad', 'saya', 'di', 'hubungin', 'kok', 'ke', 'akun', 'google', 'saya', 'tolong', 'baik', 'lagi', 'iya']","['sukak', 'aneh', 'akun', 'login', 'in', 'vote', 'cerita', 'kata', 'login', 'in', 'akun', 'hubungin', 'akun', 'google', 'baik']",negative
Kafa Kafa,aplikasi sudah bagus cuma minusnya tu di ceritanya padahal ada yang di lindungi tetep aja di translate jadi kebanyakan novel tl gak di selesaikan kurang pengamanan,4,11.13.0,2025-08-29 21:44:13,,,aplikasi sudah bagus cuma minusnya tu di ceritanya padahal ada yang di lindungi tetep aja di translate jadi kebanyakan novel tl gak di selesaikan kurang pengamanan,"['aplikasi', 'sudah', 'bagus', 'cuma', 'minusnya', 'tu', 'di', 'ceritanya', 'padahal', 'ada', 'yang', 'di', 'lindungi', 'tetap', 'aja', 'di', 'translate', 'jadi', 'kebanyakan', 'novel', 'tl', 'tidak', 'di', 'selesaikan', 'kurang', 'pengamanan']","['aplikasi', 'sudah', 'bagus', 'cuma', 'minus', 'tu', 'di', 'cerita', 'padahal', 'ada', 'yang', 'di', 'lindung', 'tetap', 'aja', 'di', 'translate', 'jadi', 'banyak', 'novel', 'tl', 'tidak', 'di', 'selesai', 'kurang', 'aman']","['minus', 'cerita', 'lindung', 'translate', 'novel', 'tl']",positive
Iyar Tuti,makin hari wattpad makin gak jelas. sering bngt error,2,11.1.0,2025-08-29 16:48:53,,,makin hari wattpad makin gak jelas. sering bngt error,"['makin', 'hari', 'wattpad', 'makin', 'tidak', 'jelas', 'sering', 'banget', 'error']","['makin', 'hari', 'wattpad', 'makin', 'tidak', 'jelas', 'sering', 'banget', 'error']",['error'],negative
Arsyla Chilla (Cila),"padahal udah lama banget pakai wattpad meski gonta ganti akun, tapi sekarang kenapa wattpad susah dibuka, loading lama apalagi kalau pakai wifi kadang bilang tidak ada jaringan yang mana jelas wifi tersambung...",3,11.13.0,2025-08-29 15:16:40,,,"padahal udah lama banget pakai wattpad meski gonta ganti akun, tapi sekarang kenapa wattpad susah dibuka, loading lama apalagi kalau pakai wifi kadang bilang tidak ada jaringan yang mana jelas wifi tersambung...","['padahal', 'sudah', 'lama', 'banget', 'pakai', 'wattpad', 'meski', 'gonta', 'ganti', 'akun', 'tapi', 'sekarang', 'kenapa', 'wattpad', 'susah', 'dibuka', 'loading', 'lama', 'apalagi', 'kalau', 'pakai', 'wifi', 'kadang', 'bilang', 'tidak', 'ada', 'jaringan', 'yang', 'mana', 'jelas', 'wifi', 'tersambung']","['padahal', 'sudah', 'lama', 'banget', 'pakai', 'wattpad', 'meski', 'gonta', 'ganti', 'akun', 'tapi', 'sekarang', 'kenapa', 'wattpad', 'susah', 'buka', 'loading', 'lama', 'apalagi', 'kalau', 'pakai', 'wifi', 'kadang', 'bilang', 'tidak', 'ada', 'jaring', 'yang', 'mana', 'jelas', 'wifi', 'sambung']","['lama', 'meski', 'gonta', 'akun', 'susah', 'loading', 'lama', 'wifi', 'jaring', 'wifi']",negative
Dede dzulaeha Zuleha,kenapa wp sekarang sering gangguan,2,11.13.0,2025-08-29 14:45:31,,,kenapa wp sekarang sering gangguan,"['kenapa', 'wattpad', 'sekarang', 'sering', 'gangguan']","['kenapa', 'wattpad', 'sekarang', 'sering', 'ganggu']",[],negative
Andi Roman,bagus,5,11.2.1,2025-08-29 14:34:41,,,bagus,['bagus'],['bagus'],[],positive
Widi,lu iklan boleh ya anjay tp gk iklan judol juga lu masukin elah segininya bngt pengen dpt duit 😒,1,11.13.0,2025-08-29 13:07:01,,,lu iklan boleh ya anjay tp gk iklan judol juga lu masukin elah segininya bngt pengen dpt duit 😒,"['kamu', 'iklan', 'boleh', 'iya', 'anjay', 'tapi', 'tidak', 'iklan', 'judol', 'juga', 'kamu', 'masukin', 'elah', 'segininya', 'banget', 'pengen', 'dpt', 'uang']","['kamu', 'iklan', 'boleh', 'iya', 'anjay', 'tapi', 'tidak', 'iklan', 'judol', 'juga', 'kamu', 'masukin', 'elah', 'gin', 'banget', 'ken', 'dpt', 'uang']","['iklan', 'anjay', 'iklan', 'elah', 'dpt', 'uang']",positive
Karisa Adrianis,"setiap habis dihapus trus di download lagi pasti gabisa masuk, padahal ada tulisan anda sudah punya akun mau lanjutin lagi tapi gabisa dipencet pencet muak smpe jari pegel dari tadi pencet pencet gabisa,tolong lh saya jadi susah ini saya pengin lanjut baca crita.menyusahkan",2,,2025-08-29 12:50:19,,,"setiap habis dihapus trus di download lagi pasti gabisa masuk, padahal ada tulisan anda sudah punya akun mau lanjutin lagi tapi gabisa dipencet pencet muak smpe jari pegel dari tadi pencet pencet gabisa,tolong lh saya jadi susah ini saya pengin lanjut baca crita.menyusahkan","['setiap', 'habis', 'dihapus', 'terus', 'di', 'simpan', 'lagi', 'pasti', 'gabisa', 'masuk', 'padahal', 'ada', 'tulisan', 'anda', 'sudah', 'punya', 'akun', 'mau', 'lanjutin', 'lagi', 'tapi', 'gabisa', 'dipencet', 'pencet', 'muak', 'smpe', 'jari', 'pegel', 'dari', 'tadi', 'pencet', 'pencet', 'gabisa', 'tolong', 'lh', 'saya', 'jadi', 'susah', 'ini', 'saya', 'pengin', 'lanjut', 'baca', 'crita', 'meny', 'usa', 'hk', 'an']","['tiap', 'habis', 'hapus', 'terus', 'di', 'simpan', 'lagi', 'pasti', 'gabisa', 'masuk', 'padahal', 'ada', 'tulis', 'anda', 'sudah', 'punya', 'akun', 'mau', 'lanjutin', 'lagi', 'tapi', 'gabisa', 'pencet', 'pencet', 'muak', 'smpe', 'jari', 'gel', 'dari', 'tadi', 'pencet', 'pencet', 'gabisa', 'tolong', 'lh', 'saya', 'jadi', 'susah', 'ini', 'saya', 'pengin', 'lanjut', 'baca', 'crita', 'meny', 'usa', 'hk', 'an']","['hapus', 'simpan', 'gabisa', 'masuk', 'tulis', 'akun', 'lanjutin', 'gabisa', 'muak', 'smpe', 'jari', 'gel', 'gabisa', 'lh', 'susah', 'pengin', 'baca', 'crita', 'meny', 'usa', 'hk', 'an']",negative
